transaction_id,amount,transaction_type,hour,distance_from_home_km,distance_from_last_txn_km,account_age_days,num_txns_last_24h,is_foreign,is_high_risk_merchant,is_fraud
TXN100804,111.5,purchase,17,4.54,0.17,2777,0,0,0,0
TXN100805,128.34,purchase,10,6.26,0.32,960,2,0,0,0
TXN100806,83.08,online,7,12.45,11.14,2989,2,0,1,0
TXN100807,26.78,refund,20,1.65,17.26,3338,3,0,0,0
TXN100808,33.26,purchase,4,0.39,11.77,943,3,0,0,0
TXN100809,73.93,transfer,11,0.35,3.07,1448,0,0,0,0
TXN100810,106.27,withdrawal,15,2.63,5.04,1309,2,0,0,0
TXN100811,7.5,purchase,15,11.87,6.45,2665,3,0,0,0
TXN100812,53.5,purchase,22,50.87,1.87,147,1,0,0,0
TXN100813,192.67,withdrawal,16,34.63,11.43,1431,3,0,0,0
TXN100814,49.15,transfer,12,14.8,6.02,1958,3,0,0,0
TXN100815,461.36,withdrawal,1,404.12,129.22,229,4,0,0,1
TXN100816,92.29,purchase,12,5.73,2.19,2281,1,0,0,0
TXN100817,57.53,online,15,15.06,0.37,766,0,0,0,0
TXN100818,20.67,transfer,18,5.36,5.4,860,3,0,0,0
TXN100819,92.64,purchase,11,4.01,1.99,3071,4,0,0,0
TXN100820,80.15,transfer,10,0.16,0.91,512,1,0,0,0
TXN100821,31.68,purchase,18,17.15,11.67,3040,2,0,0,0
TXN100822,153.69,online,3,1454.7,86.99,310,11,1,1,1
TXN100823,239.64,purchase,13,7.86,2.53,470,1,0,0,0
TXN100824,45.36,purchase,9,11.59,12.34,2663,6,0,1,0
TXN100825,113.41,purchase,9,17.61,3.23,69,1,0,1,0
TXN100826,4.21,purchase,17,17.04,1.46,1689,1,0,0,0
TXN100827,64.78,transfer,11,13.44,0.44,3410,4,0,0,0
TXN100828,91.53,purchase,4,1.66,1.68,3203,2,0,0,0
TXN100829,44.4,purchase,18,10.67,3.94,2416,2,0,1,0
TXN100830,157.22,transfer,23,13.57,328.39,125,6,1,1,1
TXN100831,24.83,purchase,15,0.87,4.3,108,2,0,1,0
TXN100832,39.91,online,8,1.65,2.05,1082,2,0,0,0
TXN100833,45.58,online,18,1.05,2.91,2529,2,0,1,0
TXN100834,8.57,online,8,1.95,2.73,1428,0,0,0,0
TXN100835,10.83,withdrawal,14,1.47,1.65,81,3,0,1,0
TXN100836,328.41,transfer,19,5.54,2.26,830,2,0,0,0
TXN100837,66.89,withdrawal,12,5.41,1.18,3197,0,0,0,0
TXN100838,167.86,purchase,13,3.11,4.87,630,3,0,0,0
TXN100839,790.44,withdrawal,22,56.16,207.65,68,6,1,1,1
TXN100840,168.09,purchase,15,1.75,10.16,2160,6,0,0,0
TXN100841,501.75,online,5,75.98,191.64,286,10,1,1,1
TXN100842,159.33,withdrawal,17,0.57,4.11,2569,7,0,0,0
TXN100843,66.6,transfer,15,3.66,0.64,2547,2,0,0,0
TXN100844,33.16,withdrawal,8,9.88,4.6,3390,2,0,0,0
TXN100845,57.82,purchase,8,6.04,24.66,2616,3,1,0,0
TXN100846,225.75,transfer,16,0.09,0.6,2016,0,0,0,0
TXN100847,76.22,transfer,12,7.89,1.56,2357,1,0,0,0
TXN100848,109.54,online,12,7.43,3.27,393,1,1,0,0
TXN100849,10.19,purchase,8,8.92,5.5,2596,0,0,0,0
TXN100850,56.38,purchase,13,4.88,1.36,3341,0,0,0,0
TXN100851,214.67,online,16,8.92,1.87,2155,2,0,0,0
TXN100852,178.3,withdrawal,15,6.29,2.97,700,2,0,0,0
TXN100853,46.45,purchase,10,9.23,0.76,554,3,0,0,0
TXN100854,173.04,refund,12,17.54,5.6,2879,1,0,0,0
TXN100855,67.81,withdrawal,13,0.18,3.95,1629,2,1,0,0
TXN100856,223.45,purchase,6,4.02,1.26,2717,1,0,0,0
TXN100857,90.44,online,17,3.62,1.58,2442,4,0,0,0
TXN100858,218.23,purchase,12,15.62,2.79,747,6,0,0,0
TXN100859,133.06,transfer,0,1299.18,630.71,306,7,1,1,1
TXN100860,22.23,online,9,4.83,6.59,1203,1,0,0,0
TXN100861,82.69,online,13,0.06,8.16,85,2,0,0,0
TXN100862,34.35,purchase,6,22.67,1.8,2378,3,0,0,0
TXN100863,69.86,purchase,17,2.76,4.18,948,2,0,0,0
TXN100864,153.76,purchase,10,19.53,12.85,1121,2,0,0,0
TXN100865,106.54,purchase,18,1.97,12.33,552,5,0,0,0
TXN100866,55.73,transfer,15,5.87,6.54,1435,1,0,0,0
TXN100867,74.59,transfer,19,37.23,1.55,3617,2,0,0,0
TXN100868,756.76,transfer,22,1272.91,203.57,187,9,1,1,1
TXN100869,219.12,online,15,2.12,7.18,3270,3,1,0,0
TXN100870,124.09,withdrawal,17,16.9,3.19,3569,5,0,0,0
TXN100871,159.61,online,12,0.16,29.61,1745,3,0,0,0
TXN100872,30.92,transfer,12,4.45,12.49,734,2,0,0,0
TXN100873,24.82,online,11,1.48,1.98,1664,1,0,0,0
TXN100874,23.9,transfer,7,3.77,3.49,2779,1,0,0,0
TXN100875,209.03,purchase,15,13.39,5.56,2277,2,0,0,0
TXN100876,97.2,online,14,2.2,4.72,2317,2,0,1,0
TXN100877,216.71,withdrawal,8,5.11,6.57,2184,2,0,0,0
TXN100878,116.5,transfer,17,3.14,3.98,2051,0,0,0,0
TXN100879,211.0,withdrawal,14,2.05,10.76,2381,1,0,0,0
TXN100880,139.42,transfer,9,5.39,10.68,1332,3,0,0,0
TXN100881,48.82,transfer,14,14.15,0.52,191,3,1,0,0
TXN100882,30.17,withdrawal,12,2.9,16.15,1100,4,0,0,0
TXN100883,111.21,transfer,19,4.71,4.69,505,2,0,0,0
TXN100884,273.5,purchase,11,0.77,1.35,1649,2,0,0,0
TXN100885,177.81,purchase,9,2.32,6.39,1914,1,0,0,0
TXN100886,107.95,online,8,3.47,1.04,1467,1,1,1,0
TXN100887,1458.73,transfer,2,261.7,26.93,379,7,0,1,1
TXN100888,107.4,withdrawal,14,3.16,2.19,2394,5,0,0,0
TXN100889,120.64,withdrawal,9,5.78,0.86,2671,3,0,0,0
TXN100890,65.92,purchase,8,3.46,1.89,3599,0,0,0,0
TXN100891,62.64,online,13,2.97,1.29,3611,3,0,0,0
TXN100892,11.96,withdrawal,11,7.66,5.73,2473,1,0,0,0
TXN100893,72.99,online,16,6.52,7.54,2481,3,0,0,0
TXN100894,136.49,online,13,14.07,3.48,1401,3,0,0,0
TXN100895,47.24,purchase,13,49.27,0.87,2637,2,0,0,0
TXN100896,29.85,purchase,16,10.83,9.03,3600,3,0,0,0
TXN100897,22.16,withdrawal,13,13.03,26.34,1889,1,1,0,0
TXN100898,210.02,online,11,10.76,3.01,2129,2,0,0,0
TXN100899,91.21,online,17,7.26,0.26,961,5,0,0,0
TXN100900,164.67,online,15,0.95,3.8,428,2,0,0,0
TXN100901,99.12,purchase,22,18.37,6.19,2734,3,0,0,0
TXN100902,134.12,purchase,15,9.07,0.32,3314,2,0,0,0
TXN100903,97.72,purchase,15,0.9,10.7,2803,2,1,0,0
TXN100904,86.94,withdrawal,16,21.56,3.95,1322,3,0,0,0
TXN100905,40.91,purchase,13,16.69,2.09,3026,4,0,1,0
TXN100906,62.6,purchase,16,5.15,4.04,515,4,0,0,0
TXN100907,213.06,refund,15,17.29,10.81,3080,1,0,0,0
TXN100908,62.95,refund,16,3.76,0.0,2055,0,0,0,0
TXN100909,83.54,transfer,14,4.48,1.15,3531,3,0,0,0
TXN100910,25.96,withdrawal,12,3.77,11.0,2709,1,0,0,0
TXN100911,60.75,transfer,16,0.48,5.94,3093,3,0,0,0
TXN100912,24.95,withdrawal,7,4.89,4.71,479,4,0,1,0
TXN100913,115.63,online,11,19.84,0.41,986,2,0,0,0
TXN100914,159.56,refund,10,4.48,3.49,3132,2,0,0,0
TXN100915,47.51,purchase,15,6.6,11.22,2665,3,0,0,0
TXN100916,134.14,purchase,14,1.42,6.43,2073,1,1,0,0
TXN100917,79.82,withdrawal,16,4.61,0.47,2282,0,0,0,0
TXN100918,170.9,purchase,18,9.35,5.01,702,1,0,0,0
TXN100919,85.4,purchase,17,17.1,5.73,2692,2,0,0,0
TXN100920,1605.3,transfer,22,308.56,221.35,347,8,1,1,1
TXN100921,38.67,purchase,20,7.36,1.14,2424,1,0,0,0
TXN100922,38.69,withdrawal,7,9.5,3.85,1132,1,0,0,0
TXN100923,185.73,transfer,10,0.55,4.45,1316,3,0,0,0
TXN100924,67.7,online,18,0.7,2.82,1913,3,0,0,0
TXN100925,32.3,refund,14,4.23,6.6,74,3,0,0,0
TXN100926,275.07,purchase,14,12.9,0.85,686,3,0,1,0
TXN100927,7.35,purchase,13,3.33,6.95,3405,2,0,0,0
TXN100928,41.54,purchase,13,1.12,0.86,3422,1,0,0,0
TXN100929,19.76,withdrawal,15,12.61,1.17,380,3,0,0,0
TXN100930,67.93,purchase,11,14.68,6.85,548,1,0,0,0
TXN100931,104.83,online,12,1.6,8.06,1975,5,0,0,0
TXN100932,62.55,online,7,3.31,12.28,1315,1,0,0,0
TXN100933,45.95,online,18,5.1,1.53,3628,0,1,0,0
TXN100934,74.68,transfer,11,1.0,5.19,3105,2,1,1,0
TXN100935,81.31,purchase,12,11.62,3.45,1065,1,0,0,0
TXN100936,71.91,purchase,13,0.18,1.6,1842,2,0,0,0
TXN100937,39.51,withdrawal,14,2.55,2.46,1466,3,1,1,0
TXN100938,66.67,online,19,13.17,0.39,1553,4,0,0,0
TXN100939,20.67,online,13,0.58,9.51,1178,1,0,0,0
TXN100940,125.24,purchase,15,0.69,5.39,1847,0,0,0,0
TXN100941,36.34,purchase,15,0.77,1.54,608,0,0,0,0
TXN100942,91.22,purchase,14,0.12,5.34,471,3,0,0,0
TXN100943,135.2,refund,9,2.64,16.54,669,2,0,0,0
TXN100944,109.03,purchase,9,3.36,13.59,1452,1,0,0,0
TXN100945,27.17,purchase,9,12.79,2.03,830,2,0,0,0
TXN100946,87.1,online,13,2.44,5.86,741,2,0,0,0
TXN100947,423.51,withdrawal,5,862.38,231.87,67,8,1,0,1
TXN100948,121.76,purchase,14,26.92,0.17,304,2,1,1,0
TXN100949,70.26,purchase,12,0.79,8.38,3435,2,0,0,0
TXN100950,56.06,purchase,18,3.27,20.03,1430,3,0,0,0
TXN100951,152.94,transfer,15,25.04,1.11,732,1,0,1,0
TXN100952,11.86,withdrawal,16,44.15,21.84,3072,2,0,0,0
TXN100953,42.99,purchase,12,7.54,17.08,2931,3,0,0,0
TXN100954,105.18,purchase,8,26.63,18.01,2135,7,0,0,0
TXN100955,245.4,online,10,15.18,3.93,1244,2,0,0,0
TXN100956,112.68,online,12,0.63,1.26,2151,2,0,0,0
TXN100957,107.16,online,8,13.23,4.26,1676,5,0,0,0
TXN100958,26.17,purchase,11,4.6,2.68,2111,3,0,0,0
TXN100959,655.86,refund,1,127.51,22.22,255,10,1,1,1
TXN100960,73.6,withdrawal,9,2.31,2.12,3261,2,0,0,0
TXN100961,123.29,transfer,14,1.83,2.64,3065,3,0,0,0
TXN100962,21.4,purchase,12,0.46,7.42,1999,1,0,0,0
TXN100963,212.75,purchase,16,0.18,2.03,63,2,0,0,0
TXN100964,446.07,withdrawal,3,182.95,19.69,271,12,1,1,1
TXN100965,61.54,transfer,18,28.65,2.98,2533,0,0,0,0
TXN100966,135.65,online,15,0.1,3.51,2607,1,1,0,0
TXN100967,104.55,purchase,16,4.72,1.4,241,3,0,0,0
TXN100968,118.3,refund,16,6.3,0.22,1835,3,0,0,0
TXN100969,127.91,transfer,10,0.66,5.22,3229,3,0,1,0
TXN100970,108.48,online,12,4.19,0.29,600,7,0,0,0
TXN100971,103.2,withdrawal,19,10.77,0.39,2132,3,0,0,0
TXN100972,119.47,purchase,9,4.72,26.68,2838,0,0,0,0
TXN100973,130.02,online,17,6.44,15.58,2577,2,0,0,0
TXN100974,632.03,transfer,5,429.13,24.1,88,7,1,1,1
TXN100975,31.45,online,10,22.36,10.67,804,1,0,1,0
TXN100976,97.96,purchase,12,10.9,4.32,2044,2,0,0,0
TXN100977,15.75,purchase,10,0.08,10.45,531,3,0,0,0
TXN100978,150.26,purchase,12,5.61,2.22,107,2,0,1,0
TXN100979,108.54,refund,16,8.24,0.93,2835,0,0,0,0
TXN100980,86.25,purchase,9,1.24,0.11,800,1,0,0,0
TXN100981,30.15,refund,17,4.3,0.06,3284,2,0,0,0
TXN100982,110.45,purchase,7,4.6,6.65,632,1,0,0,0
TXN100983,31.53,online,13,8.66,0.39,3347,2,0,0,0
TXN100984,36.22,transfer,13,3.65,9.23,154,3,0,1,0
TXN100985,109.0,purchase,13,1.5,2.29,1772,2,0,0,0
TXN100986,98.62,online,15,14.78,1.65,2472,4,0,0,0
TXN100987,19.2,purchase,17,0.53,0.38,3136,4,0,0,0
TXN100988,36.05,purchase,21,9.16,1.36,607,2,0,0,0
TXN100989,16.33,transfer,14,5.05,4.22,1438,1,0,0,0
TXN100990,124.39,purchase,9,9.26,2.34,2665,0,0,0,0
TXN100991,26.27,online,18,2.17,16.01,3049,2,0,0,0
TXN100992,89.27,purchase,11,5.17,2.1,1406,1,0,1,0
TXN100993,96.4,purchase,18,19.37,0.35,3295,1,0,0,0
TXN100994,64.17,purchase,20,4.07,1.57,1994,2,0,0,0
TXN100995,56.51,purchase,17,8.58,1.0,884,1,1,0,0
TXN100996,7.42,purchase,23,3.31,16.72,1840,1,0,0,0
TXN100997,168.93,withdrawal,10,5.34,0.64,2076,1,0,0,0
TXN100998,118.51,withdrawal,16,5.13,9.8,3521,2,0,0,0
TXN100999,108.36,online,9,1.79,11.62,3586,0,0,1,0
TXN101000,182.52,online,3,143.74,62.42,244,9,0,1,1
TXN101001,65.18,purchase,13,9.1,2.46,97,2,0,0,0
TXN101002,211.48,purchase,13,0.3,0.24,566,3,0,0,0
TXN101003,53.11,purchase,12,4.56,2.5,426,3,0,0,0
TXN101004,152.86,purchase,15,24.79,3.69,385,2,0,0,0
TXN101005,8.54,transfer,6,4.55,6.28,291,0,0,1,0
TXN101006,38.24,purchase,10,18.69,4.24,1768,4,0,0,0
TXN101007,207.21,purchase,6,17.86,11.86,1583,3,0,0,0
TXN101008,108.6,transfer,16,0.48,1.46,67,3,0,0,0
TXN101009,33.67,purchase,15,10.38,2.24,1623,3,0,0,0
TXN101010,189.64,online,12,1.64,1.96,643,3,0,0,0
TXN101011,31.11,online,14,4.17,5.43,481,6,0,0,0
TXN101012,127.67,purchase,16,11.48,6.34,3638,3,0,0,0
TXN101013,127.07,online,16,1.93,2.2,688,2,0,0,0
TXN101014,90.22,purchase,15,4.09,0.91,912,2,0,0,0
TXN101015,80.56,purchase,11,0.41,4.75,3537,4,0,0,0
TXN101016,187.59,withdrawal,11,5.46,1.03,2288,5,0,0,0
TXN101017,20.2,refund,14,7.56,1.64,1125,1,0,0,0
TXN101018,287.7,online,15,7.53,5.82,2068,1,0,0,0
TXN101019,138.27,purchase,9,0.73,1.4,2087,1,0,0,0
TXN101020,84.98,withdrawal,11,6.83,6.12,3419,1,0,1,0
TXN101021,115.44,purchase,14,8.39,3.75,2424,3,0,0,0
TXN101022,104.96,withdrawal,10,1.99,10.77,227,3,0,0,0
TXN101023,31.07,withdrawal,11,7.21,3.61,3625,1,0,0,0
TXN101024,37.8,purchase,4,3.68,0.46,969,2,0,0,0
TXN101025,132.88,online,23,4.81,3.05,2921,3,0,0,0
TXN101026,170.26,withdrawal,18,0.71,33.03,1771,2,0,0,0
TXN101027,48.0,withdrawal,22,2.53,6.61,2026,3,0,0,0
TXN101028,174.86,withdrawal,19,33.0,2.16,3006,0,0,1,0
TXN101029,53.45,online,12,8.94,3.97,2992,2,0,0,0
TXN101030,126.07,withdrawal,8,0.05,9.31,1190,2,0,0,0
TXN101031,135.74,purchase,8,4.18,0.18,548,5,0,0,0
TXN101032,77.23,withdrawal,16,5.36,4.43,2305,2,1,0,0
TXN101033,64.48,purchase,10,22.22,7.13,3361,6,0,0,0
TXN101034,194.81,withdrawal,19,2.94,11.84,165,3,0,0,0
TXN101035,73.19,purchase,20,0.31,0.16,1291,1,0,1,0
TXN101036,91.19,withdrawal,13,12.28,2.4,542,1,0,0,0
TXN101037,71.3,purchase,13,9.27,5.13,1170,1,0,0,0
TXN101038,79.01,purchase,14,0.46,5.49,3396,2,0,0,0
TXN101039,30.79,purchase,16,24.56,0.8,713,6,0,1,0
TXN101040,102.12,online,12,5.77,6.31,934,1,0,0,0
TXN101041,114.47,withdrawal,6,1.18,0.94,2817,1,0,0,0
TXN101042,174.13,transfer,14,4.77,0.21,1189,4,1,0,0
TXN101043,350.41,purchase,11,2.68,3.57,1602,5,0,0,0
TXN101044,51.27,purchase,9,14.57,6.91,1654,2,0,0,0
TXN101045,19.38,online,13,9.6,4.94,3140,0,0,0,0
TXN101046,215.36,purchase,9,8.49,1.23,920,2,1,0,0
TXN101047,74.22,withdrawal,10,5.9,7.17,1849,2,0,1,0
TXN101048,202.86,transfer,15,17.57,0.79,665,1,0,0,0
TXN101049,36.19,purchase,15,2.02,3.68,2330,3,0,0,0
TXN101050,47.83,purchase,19,10.59,6.62,2579,2,0,0,0
TXN101051,95.37,purchase,13,16.93,0.66,1987,2,0,0,0
TXN101052,217.43,withdrawal,13,4.8,2.16,1104,1,0,0,0
TXN101053,136.74,withdrawal,15,3.55,1.79,3498,1,0,0,0
TXN101054,104.2,purchase,11,1.16,2.79,1342,3,0,0,0
TXN101055,97.88,purchase,7,2.27,3.88,1854,1,0,0,0
TXN101056,133.95,purchase,19,13.37,0.11,422,2,0,0,0
TXN101057,11.73,online,20,1.84,9.12,2053,3,0,0,0
TXN101058,30.95,online,15,7.91,6.07,1097,2,0,0,0
TXN101059,184.64,transfer,5,8.88,5.34,925,1,0,0,0
TXN101060,120.62,withdrawal,9,1.09,6.71,2498,2,0,0,0
TXN101061,239.78,online,9,6.47,4.37,1061,1,0,0,0
TXN101062,60.39,withdrawal,10,14.54,0.23,2564,3,0,0,0
TXN101063,121.68,transfer,13,9.31,2.52,3507,1,0,0,0
TXN101064,172.14,withdrawal,19,6.62,0.91,225,2,0,0,0
TXN101065,102.11,refund,6,0.34,1.39,1545,1,1,0,0
TXN101066,22.17,online,15,33.62,4.87,2989,0,0,0,0
TXN101067,68.54,transfer,20,6.44,3.16,2214,1,0,1,0
TXN101068,493.93,withdrawal,1,310.22,83.36,185,8,1,0,1
TXN101069,248.92,purchase,10,6.18,3.83,883,2,0,0,0
TXN101070,23.81,online,6,13.61,8.74,3024,3,0,0,0
TXN101071,68.13,online,13,0.57,4.77,2508,2,0,0,0
TXN101072,39.17,transfer,20,0.38,5.2,396,0,0,0,0
TXN101073,108.61,withdrawal,6,2.96,13.33,611,1,1,1,0
TXN101074,109.08,online,11,32.26,0.86,2452,5,1,0,0
TXN101075,159.34,withdrawal,12,3.37,2.24,3012,4,0,0,0
TXN101076,91.31,purchase,14,1.68,11.81,2670,1,0,0,0
TXN101077,30.11,withdrawal,17,14.08,3.82,2612,2,0,0,0
TXN101078,24.81,purchase,16,2.12,10.72,2320,0,0,0,0
TXN101079,77.83,withdrawal,12,3.45,3.58,2446,1,0,0,0
TXN101080,200.7,online,15,2.52,7.23,343,0,0,0,0
TXN101081,273.18,purchase,18,16.48,13.62,1297,0,0,0,0
TXN101082,185.07,purchase,14,18.08,6.12,496,3,0,0,0
TXN101083,109.27,online,10,1.51,5.86,2689,2,0,0,0
TXN101084,54.66,purchase,17,14.31,3.9,1997,3,0,1,0
TXN101085,132.94,purchase,22,12.87,4.73,2825,4,0,0,0
TXN101086,125.83,withdrawal,12,0.81,5.41,155,5,0,0,0
TXN101087,50.05,withdrawal,21,0.18,2.12,1136,0,0,0,0
TXN101088,33.97,online,11,29.39,2.01,2432,1,0,0,0
TXN101089,129.96,transfer,14,9.77,7.27,1319,1,1,0,0
TXN101090,16.92,refund,11,0.35,1.6,1056,2,0,0,0
TXN101091,47.28,refund,14,10.9,2.9,2392,2,0,1,0
TXN101092,194.82,refund,15,1.21,22.89,3477,2,0,0,0
TXN101093,281.39,online,4,3.76,0.3,3079,2,0,0,0
TXN101094,77.32,withdrawal,9,1.4,1.98,2126,5,0,1,0
TXN101095,105.04,purchase,22,2.25,3.22,130,3,0,0,0
TXN101096,150.08,purchase,15,0.16,11.4,2343,1,0,0,0
TXN101097,38.99,withdrawal,14,7.51,3.93,298,0,0,0,0
TXN101098,73.71,purchase,19,2.47,0.24,3066,1,0,1,0
TXN101099,69.98,transfer,11,5.8,6.65,2440,2,0,0,0
TXN101100,88.14,purchase,18,0.5,5.19,1371,3,0,0,0
TXN101101,75.04,purchase,15,3.56,2.97,1363,1,1,0,0
TXN101102,71.8,online,15,33.53,3.79,1724,1,0,0,0
TXN101103,39.08,transfer,0,6.66,5.68,1642,0,0,0,0
TXN101104,30.82,withdrawal,6,2.2,2.84,2538,3,0,0,0
TXN101105,166.41,online,19,1.55,2.57,3167,2,0,0,0
TXN101106,52.98,online,4,9.14,2.35,2839,2,0,0,0
TXN101107,675.81,refund,22,537.34,191.77,186,9,1,1,1
TXN101108,130.44,transfer,16,3.42,5.68,2280,3,0,0,0
TXN101109,83.51,online,14,6.29,1.92,745,1,0,0,0
TXN101110,42.42,online,10,16.8,2.8,1022,3,0,0,0
TXN101111,42.72,withdrawal,21,2.44,10.77,2088,3,0,0,0
TXN101112,113.54,purchase,18,14.15,0.75,969,0,0,0,0
TXN101113,67.62,online,9,11.64,3.16,3518,1,0,0,0
TXN101114,5.85,transfer,17,20.24,0.74,2503,2,0,0,0
TXN101115,78.52,purchase,13,1.99,4.64,2523,3,0,0,0
TXN101116,284.19,transfer,12,17.99,9.49,935,4,0,1,0
TXN101117,60.56,purchase,1,40.61,11.8,171,9,0,1,1
TXN101118,80.83,online,10,14.48,0.71,3218,0,1,0,0
TXN101119,46.74,purchase,12,14.14,11.74,2426,3,0,0,0
TXN101120,154.85,purchase,14,11.7,1.31,1175,2,0,0,0
TXN101121,343.4,purchase,10,12.65,0.62,2437,2,0,0,0
TXN101122,40.71,online,11,2.25,4.68,382,3,0,0,0
TXN101123,41.25,online,15,5.91,0.16,897,5,0,0,0
TXN101124,96.98,online,12,0.22,1.97,2674,4,0,0,0
TXN101125,84.68,purchase,12,24.13,0.42,1933,1,0,0,0
TXN101126,138.76,online,14,7.6,2.04,812,2,0,0,0
TXN101127,105.94,online,11,8.89,1.52,3638,1,0,0,0
TXN101128,46.23,purchase,18,23.11,3.94,1777,3,0,1,0
TXN101129,117.52,purchase,11,32.72,2.77,1650,5,0,0,0
TXN101130,125.18,refund,13,9.23,11.01,2876,0,0,0,0
TXN101131,70.76,purchase,6,27.45,7.67,2096,5,0,0,0
TXN101132,72.28,transfer,8,24.74,30.85,514,3,0,0,0
TXN101133,37.09,online,7,19.22,5.1,2754,2,0,0,0
TXN101134,44.54,online,9,9.57,0.17,1913,2,0,0,0
TXN101135,180.61,withdrawal,14,5.9,5.09,526,1,0,0,0
TXN101136,94.07,online,14,4.66,1.21,2521,4,1,0,0
TXN101137,166.5,transfer,7,13.58,5.7,2838,1,0,0,0
TXN101138,338.41,withdrawal,12,5.57,5.24,2933,2,0,1,0
TXN101139,167.41,refund,11,0.63,1.0,527,2,1,0,0
TXN101140,16.58,purchase,9,1.33,1.92,1306,1,0,0,0
TXN101141,5.55,purchase,19,11.69,6.85,2223,4,0,0,0
TXN101142,78.29,online,13,12.96,0.27,248,6,0,0,0
TXN101143,58.43,purchase,18,1.2,4.43,1892,3,0,1,0
TXN101144,226.71,online,20,14.85,4.73,584,2,0,0,0
TXN101145,106.77,withdrawal,7,20.15,4.17,402,5,0,0,0
TXN101146,161.33,online,10,4.45,0.58,951,3,0,0,0
TXN101147,161.12,withdrawal,7,10.3,6.15,3159,2,0,0,0
TXN101148,35.43,purchase,6,17.59,8.98,1631,3,0,0,0
TXN101149,53.25,purchase,20,1.69,3.89,3360,0,0,0,0
TXN101150,40.77,transfer,15,6.32,2.29,2950,2,0,0,0
TXN101151,85.85,transfer,12,3.62,3.0,3253,2,0,0,0
TXN101152,83.97,purchase,18,2.23,4.73,677,3,0,0,0
TXN101153,130.65,withdrawal,7,2.97,1.0,1234,3,0,0,0
TXN101154,59.72,purchase,12,4.24,1.34,2295,0,0,0,0
TXN101155,48.11,purchase,16,12.31,1.9,2847,2,0,0,0
TXN101156,93.73,withdrawal,14,3.18,6.56,3065,0,0,0,0
TXN101157,43.92,refund,14,15.83,4.2,3413,1,0,0,0
TXN101158,46.99,transfer,16,6.7,3.85,597,1,0,0,0
TXN101159,137.75,purchase,18,7.67,2.44,2110,3,0,0,0
TXN101160,76.23,withdrawal,15,3.57,5.43,1754,0,0,0,0
TXN101161,205.78,transfer,19,2.25,15.48,366,2,0,0,0
TXN101162,78.04,purchase,17,3.6,0.96,828,2,0,0,0
TXN101163,85.22,transfer,20,6.73,4.93,2613,1,0,0,0
TXN101164,38.7,transfer,12,0.07,12.28,1913,2,0,0,0
TXN101165,50.54,online,11,31.97,0.05,3419,0,0,0,0
TXN101166,149.93,purchase,8,14.17,0.16,1090,4,0,0,0
TXN101167,101.02,purchase,18,2.42,5.51,2392,4,0,0,0
TXN101168,81.66,purchase,16,12.36,0.68,1826,6,0,0,0
TXN101169,129.36,transfer,23,1.51,4.96,1995,2,0,0,0
TXN101170,472.99,withdrawal,0,218.15,60.64,146,5,1,1,1
TXN101171,278.18,withdrawal,15,16.18,13.69,1606,1,0,0,0
TXN101172,17.18,withdrawal,13,2.63,2.15,3526,2,0,0,0
TXN101173,29.6,purchase,19,7.0,2.52,2770,3,0,0,0
TXN101174,69.4,purchase,14,5.26,18.24,673,2,0,0,0
TXN101175,79.1,online,11,3.41,2.98,428,0,0,0,0
TXN101176,6.95,withdrawal,9,3.43,11.45,391,1,1,0,0
TXN101177,933.82,purchase,0,1856.01,116.77,257,10,1,1,1
TXN101178,87.03,purchase,18,8.75,11.7,641,3,1,0,0
TXN101179,586.63,transfer,2,23.21,365.16,318,12,0,0,1
TXN101180,215.42,transfer,15,0.08,0.44,2607,0,0,0,0
TXN101181,205.12,online,12,2.27,5.7,441,1,0,0,0
TXN101182,43.38,purchase,5,10.48,28.31,3207,2,0,0,0
TXN101183,53.18,refund,12,9.33,5.9,3189,1,0,1,0
TXN101184,304.12,online,5,53.64,197.4,396,9,1,0,1
TXN101185,70.76,purchase,17,6.08,2.54,2396,1,1,0,0
TXN101186,721.8,online,22,239.36,258.65,130,7,0,0,1
TXN101187,58.76,online,8,1.65,5.54,272,2,0,1,0
TXN101188,102.4,withdrawal,9,1.69,2.27,564,2,0,0,0
TXN101189,51.84,refund,3,173.83,188.77,61,12,0,1,1
TXN101190,65.85,purchase,12,4.81,2.56,940,2,0,0,0
TXN101191,77.79,withdrawal,14,1.06,9.01,911,2,0,0,0
TXN101192,181.75,purchase,11,0.45,1.97,2792,0,0,0,0
TXN101193,3.39,purchase,6,3.61,2.24,1325,6,0,0,0
TXN101194,120.91,online,16,0.7,0.93,3403,2,0,0,0
TXN101195,14.62,online,9,0.01,13.56,2893,3,0,0,0
TXN101196,79.59,transfer,19,4.25,1.92,562,1,0,0,0
TXN101197,66.78,online,1,5.06,2.24,3362,2,0,0,0
TXN101198,118.55,refund,19,2.21,6.03,3021,2,0,1,0
TXN101199,81.61,online,18,0.39,3.02,3520,2,1,0,0
TXN101200,115.53,online,19,4.23,2.57,3159,3,0,0,0
TXN101201,223.95,online,18,0.93,23.39,2276,5,0,0,0
TXN101202,43.25,online,7,4.85,16.97,2868,0,0,0,0
TXN101203,138.89,transfer,20,1.71,0.56,1088,1,0,0,0
TXN101204,199.03,online,8,6.94,7.87,673,4,0,0,0
TXN101205,12.43,online,9,1.28,9.46,3357,4,0,0,0
TXN101206,106.02,transfer,14,5.23,4.78,574,1,0,1,0
